date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
20140502T000000,403k,3,2,1960,13100,1,0,2,5,1650,310,1957,,17825 4th Ave SW,Normandy Park,WA 98166,USA
20140502T000000,750k,3,2.5,2390,6550,1,0,2,4,1440,950,1955,,3628 59th Ave SW,Seattle,WA 98116,USA
20140502T000000,335k,3,2.25,1580,16215,1,0,0,4,1580,0,1978,,4460 332nd Ave SE,Fall City,WA 98024,USA
20140502T000000,260k,4,2,1480,8625,1,0,0,4,1480,0,1974,,2019 Aberdeen Pl SE,Renton,WA 98055,USA
20140502T000000,308.5k,2,1,850,6174,1,0,0,4,850,0,1950,,121 NE 147th St,Shoreline,WA 98155,USA
20140502T000000,439.95k,3,2.5,1770,2875,2,0,0,3,1770,0,1990,,4458 51st Ave SW,Seattle,WA 98116,USA
20140502T000000,235k,2,1,1210,9400,1,0,0,2,1210,0,1949,,7542 21st Ave SW,Seattle,WA 98106,USA
20140502T000000,315k,3,1,1160,9180,1,0,0,3,1160,0,1968,,15804 198th Pl NE,Woodinville,WA 98077,USA
20140502T000000,437.5k,3,2.25,1970,35100,2,0,0,4,1970,0,1977,,26069 SE 154th St,Issaquah,WA 98027,USA
20140502T000000,407.5k,3,2.5,1930,10460,2,0,0,3,1930,0,1996,,4314 NE 6th Pl,Renton,WA 98059,USA
20140502T000000,445.7k,3,2.5,1270,1180,3,0,0,3,1270,0,2001,,2640 NW 56th St,Seattle,WA 98107,USA
20140502T000000,838k,4,2.5,3310,42998,2,0,0,3,3310,0,2001,,15712 NE 136th Pl,Redmond,WA 98052,USA
20140502T000000,630k,4,2.75,2710,37277,2,0,0,3,2710,0,2000,,26429 SE 154th Pl,Issaquah,WA 98027,USA
20140502T000000,550k,3,1.75,2910,35200,1.5,0,0,3,2910,0,1979,,3923 229th Pl SE,Sammamish,WA 98075,USA
20140502T000000,805k,3,2,2710,4500,1.5,0,0,4,1880,830,1929,,6222 30th Ave NE,Seattle,WA 98115,USA
20140502T000000,284k,3,1.75,1800,23103,1,0,0,3,1800,0,1968,,32418 NE 50th St,Carnation,WA 98014,USA
20140502T000000,470k,5,2.5,2210,9655,1,0,0,3,1460,750,1976,,19334 89th Ave NE,Bothell,WA 98011,USA
20140502T000000,430k,4,1.5,1920,10000,1,0,0,4,1070,850,1954,,4071 156th Ave SE,Bellevue,WA 98006,USA
20140502T000000,491.5k,4,1.75,2190,125452,1,0,2,3,2190,0,1968,,36850 204th Ave SE,Auburn,WA 98092,USA
20140502T000000,785k,5,3.25,3660,11995,2,0,2,3,3660,0,2006,,7425 Snowberry Ave SE,Snoqualmie,WA 98065,USA
20140502T000000,436.11k,3,2.5,1770,1235,3,0,0,3,1600,170,2007,,1156 N 93rd St,Seattle,WA 98103,USA
20140502T000000,385k,3,3.25,1320,1327,2,0,0,3,1040,280,2008,,3400 21st Ave W,Seattle,WA 98199,USA
20140502T000000,295k,2,2.5,1630,1368,2,0,0,3,1280,350,2009,,5944-6082 Delridge Way SW,Seattle,WA 98106,USA
20140502T000000,555k,4,2.5,3310,6500,2,0,0,3,3310,0,2012,,35229 SE Terrace St,Snoqualmie,WA 98065,USA
20140502T000000,459.99k,3,2.5,2680,5539,2,0,0,3,2680,0,2013,,13800 453rd Ave SE,North Bend,WA 98045,USA
20140502T000000,625k,4,3.25,2730,54014,1,0,0,3,1560,1170,2007,,9927 174th Ave SE,Renton,WA 98059,USA
20140502T000000,300k,3,2.5,2540,5050,2,0,0,3,2540,0,2006,,29734 215th Terrace SE,Kent,WA 98042,USA
20140503T000000,625k,4,2.75,2920,6605,2,0,0,3,2920,0,2012,,5608 NE 5th Cir,Renton,WA 98059,USA
20140503T000000,553k,2,1,900,5000,1,0,0,3,900,0,1944,,8053 29th Ave NW,Seattle,WA 98117,USA
20140503T000000,379.88k,3,2.5,1650,14054,1,0,0,4,1130,520,1986,,13256 242nd Pl SE,Issaquah,WA 98027,USA
20140503T000000,310k,3,1,1010,9945,1,0,0,4,1010,0,1973,,7528 N Fork Rd SE,Snoqualmie,WA 98065,USA
20140504T000000,775k,2,2.5,2680,7392,1,0,0,3,2680,0,2004,,13134 234th Ct NE,Redmond,WA 98053,USA
20140504T000000,365k,3,2.5,2200,7350,1,0,0,5,1570,630,1988,,13420 SE 182nd St,Renton,WA 98058,USA
20140504T000000,331.95k,4,2.5,2530,9933,2,0,2,3,2010,520,1990,,925 48th Ct,Auburn,WA 98092,USA
20140504T000000,783.5k,3,2.5,2850,7130,2,0,0,3,1990,860,1980,,151 Euclid Ave,Seattle,WA 98122,USA
20140504T000000,628k,4,2,2280,6010,1,0,0,3,1140,1140,1900,,205-206 Euclid Ave,Seattle,WA 98122,USA
20140505T000000,560k,3,2.5,1900,8744,2,0,0,3,1900,0,1987,,22314 NE 11th Pl,Sammamish,WA 98074,USA
20140505T000000,900k,3,1,1330,77972,1,0,0,3,1330,0,1928,1954,13615 NE 100th St,Kirkland,WA 98033,USA
20140505T000000,531k,2,3,1270,1175,2,0,0,3,1110,160,2000,,1411 N 48th St,Seattle,WA 98103,USA
20140505T000000,831k,4,3,2170,4000,2,0,0,4,1610,560,1982,2011,120 31st Ave E,Seattle,WA 98112,USA
20140505T000000,780k,4,2.5,2730,10281,2,0,2,3,2730,0,1996,,23140 NE 14th Ct,Sammamish,WA 98074,USA
20140505T000000,219.9k,4,1.5,1120,5427,1,0,0,3,1120,0,1969,2014,19009-19021 SE 266th St,Covington,WA 98042,USA
20140505T000000,210k,3,1,1340,306848,1,0,0,3,1340,0,1953,,17827 Mountain View Rd NE,Duvall,WA 98019,USA
20140505T000000,755k,4,2.5,2120,10202,1,0,0,4,1620,500,1960,,12645 SE 27th St,Bellevue,WA 98005,USA
20140505T000000,705.38k,3,2.5,2490,4343,2,0,0,3,2490,0,2003,,3187 NE Larkspur Ln,Issaquah,WA 98029,USA
20140505T000000,627k,4,2.25,1990,7712,1,0,0,3,1210,780,1973,,18915 SE 42nd Pl,Issaquah,WA 98027,USA
20140505T000000,865k,4,3,3690,9892,2,0,0,3,3690,0,1998,,1765 267th Ct SE,Sammamish,WA 98075,USA
20140505T000000,580k,2,1,2540,7000,1,0,0,5,1320,1220,1942,,8624 Island Dr S,Seattle,WA 98118,USA
20140505T000000,410k,3,2.25,1800,36704,1,0,0,4,1360,440,1978,,24502 SE Mirrormont Dr,Issaquah,WA 98027,USA
20140505T000000,485k,4,3,2340,7048,1,0,0,4,1340,1000,1979,,14319 85th Pl NE,Kirkland,WA 98034,USA
20140505T000000,400k,2,1.75,2110,9519,1,0,0,2,2110,0,1948,,2120 NE 168th St,Shoreline,WA 98155,USA
20140505T000000,549k,2,1,1140,5400,1,0,0,5,1140,0,1908,,209 30th Ave E,Seattle,WA 98112,USA
20140505T000000,620k,3,1.75,1480,2185,2.5,0,0,3,1480,0,2005,,10512 128th Ave NE,Kirkland,WA 98033,USA
20140505T000000,405k,2,3,1410,1240,2,0,0,3,1140,270,2006,,9126 45th Ave SW,Seattle,WA 98136,USA
20140505T000000,232k,2,1,1200,8063,1,0,0,4,1200,0,1958,,20220 8th Ave S,Des Moines,WA 98198,USA
20140505T000000,800.866k,5,2.5,3180,13806,2,0,0,4,3180,0,1990,,11821 NE 48th Pl,Kirkland,WA 98033,USA
20140505T000000,650k,3,1.5,2160,9000,1,0,2,4,1400,760,1949,,13026 10th Ave NW,Seattle,WA 98177,USA
20140505T000000,823k,6,1.75,2920,5000,2.5,0,0,4,2780,140,1908,,125 29th Ave,Seattle,WA 98122,USA
20140505T000000,770k,3,2,2350,5700,1.5,0,0,4,1810,540,1939,,2171 Boyer Ave E,Seattle,WA 98112,USA
20140505T000000,524k,3,1.75,1560,5520,1,0,0,4,780,780,1944,,3434 33rd Ave W,Seattle,WA 98199,USA
20140505T000000,541.125k,5,2.75,2740,8426,1,0,0,4,1370,1370,1960,,5211 116th Pl SE,Bellevue,WA 98006,USA
20140505T000000,670k,3,2.5,1680,2000,3,0,0,3,1680,0,1909,1998,3503 NE 44th St,Seattle,WA 98105,USA
20140505T000000,384.9k,5,2.5,3090,12750,1,0,0,3,1750,1340,1968,,114 SW 292nd St,Federal Way,WA 98023,USA
20140505T000000,406.1k,3,2.25,1410,1332,3,0,0,3,1410,0,2005,,8536 Interlake Ave N,Seattle,WA 98103,USA
20140505T000000,1.395m,5,3.5,4010,8510,2,0,1,5,2850,1160,1971,,3930 NE Belvoir Pl,Seattle,WA 98105,USA
20140505T000000,736.5k,4,2.5,3180,21904,2,0,3,3,3180,0,2000,,17132 SE 100th St,Renton,WA 98059,USA
20140505T000000,184k,3,1.75,1490,10125,1,0,0,4,1490,0,1962,,3911 S 328th St,Federal Way,WA 98001,USA
20140505T000000,570k,3,2.25,2010,6000,1,0,0,3,1330,680,1975,,10204 168th Pl NE,Redmond,WA 98052,USA
20140505T000000,787k,3,1.75,1330,7500,1,0,0,3,1330,0,1961,,218 109th Ave SE,Bellevue,WA 98004,USA
20140505T000000,328k,4,2.5,2370,6500,2,0,0,3,2370,0,1998,,12621 SE 300th Way,Auburn,WA 98092,USA
20140505T000000,435k,5,2,1840,9240,1,0,0,4,1540,300,1942,1958,14013 Ashworth Ave N,Seattle,WA 98133,USA
20140505T000000,499k,4,2.5,2910,6479,2,0,0,3,2910,0,2006,,34010 SE Sorenson St,Snoqualmie,WA 98065,USA
20140505T000000,501k,4,1,2070,7519,1,0,0,3,1160,910,1963,,2506 166th Ave NE,Bellevue,WA 98008,USA
20140505T000000,665k,4,2.5,2800,5900,1,0,0,3,1660,1140,1963,,7052 39th Ave NE,Seattle,WA 98115,USA
20140505T000000,1.09m,4,2.5,4340,141570,2.5,0,0,3,4340,0,1992,,8814 218th Ave NE,Redmond,WA 98053,USA
20140505T000000,400k,2,1,840,5510,1,0,0,3,840,0,1955,,4515 SW Trenton St,Seattle,WA 98136,USA
20140505T000000,220k,4,1.5,1240,9600,1,0,0,3,1240,0,1971,,4924 SW 314th Pl,Federal Way,WA 98023,USA
20140505T000000,657.1k,4,1,1390,4240,1,0,0,3,1050,340,1924,,4312 Woodlawn Ave N,Seattle,WA 98103,USA
20140505T000000,309.95k,4,2.75,2310,5000,2,0,0,3,2310,0,2006,,22912 SE 268th Pl,Maple Valley,WA 98038,USA
20140505T000000,300k,3,2,1050,10072,1,0,0,3,1050,0,1986,,27106 NE Miller St,Duvall,WA 98019,USA
20140505T000000,525.888k,5,1.75,2550,71874,1,0,0,5,1810,740,1960,,13129 195th Pl SE,Issaquah,WA 98027,USA
20140505T000000,740k,4,1.75,2010,3600,1.5,0,0,3,2010,0,1902,,1014 W Garfield St,Seattle,WA 98119,USA
20140505T000000,340k,5,1,1120,9022,1.5,0,0,4,1120,0,1962,,14150 75th Ave NE,Kirkland,WA 98034,USA
20140505T000000,855k,4,2.75,2600,5390,1,0,0,4,1300,1300,1960,,2120 31st Ave W,Seattle,WA 98199,USA
20140505T000000,398.75k,3,2.5,2230,4000,2,0,0,3,2230,0,1954,,2601 21st Ave S,Seattle,WA 98144,USA
20140505T000000,206k,2,1,810,7158,1,0,0,5,810,0,1944,,12807 7th Ave S,Burien,WA 98168,USA
20140505T000000,1.03m,5,2.75,3190,16920,1,0,3,3,1690,1500,1976,,4529 135th Ave SE,Bellevue,WA 98006,USA
20140505T000000,600k,3,1.75,1670,39639,1,0,0,4,1670,0,1976,1992,1804 E Beaver Lake Dr SE,Sammamish,WA 98075,USA
20140505T000000,379.95k,4,1.75,1970,9389,1,0,0,5,1140,830,1960,,1701 N 204th Pl,Shoreline,WA 98133,USA
20140505T000000,287k,3,1,1450,6000,1,0,0,4,1450,0,1953,,8681 Beacon Ave S,Seattle,WA 98118,USA
20140505T000000,2.28m,7,8,13540,307752,3,0,4,3,9410,4130,1999,,26408 NE 70th St,Redmond,WA 98053,USA
20140505T000000,309.95k,3,2.5,1880,7838,2,0,0,3,1880,0,1994,,17717 113th Pl SE,Renton,WA 98055,USA
20140505T000000,600k,3,1.75,1880,6360,1,0,0,4,1040,840,1945,,8040 39th Ave NE,Seattle,WA 98115,USA
20140505T000000,418k,3,2,1410,6030,1.5,0,0,4,1410,0,1930,,901 N 97th St,Seattle,WA 98103,USA
20140505T000000,449.25k,4,2,1480,3844,1.5,0,0,5,1480,0,1928,,519 N 104th St,Seattle,WA 98133,USA
20140505T000000,329.95k,2,1,1140,5250,1.5,0,0,4,1140,0,1949,,14017 Roslyn Pl N,Seattle,WA 98133,USA
20140505T000000,245k,3,1.75,1920,9306,1,0,0,3,1000,920,1984,,30001-30021 55th Pl S,Auburn,WA 98001,USA
20140505T000000,549k,4,2.5,2910,6338,2,0,0,3,2910,0,2008,,16026 SE 137th Terrace,Renton,WA 98059,USA
20140505T000000,800k,3,2.5,3240,7857,2,0,0,3,3240,0,1994,,22721-22727 SE 27th St,Sammamish,WA 98075,USA
20140505T000000,249.95k,3,2,1550,15040,1,0,0,4,1550,0,1958,,18027 SE 128th St,Renton,WA 98059,USA
20140505T000000,210k,5,2,2050,10200,1,0,0,3,1430,620,1956,,20927-20999 2nd Ave S,Des Moines,WA 98198,USA
20140505T000000,497.3k,6,2.75,3200,9200,1,0,2,4,1600,1600,1953,,12271 Marine View Dr SW,Burien,WA 98146,USA
20140505T000000,1.425m,2,2.5,2220,4000,2,0,0,3,2220,0,2000,,1857 41st Ave E,Seattle,WA 98112,USA
20140505T000000,585k,2,1,1770,8640,1.5,0,0,3,1520,250,1949,,353 NW 88th St,Seattle,WA 98117,USA
20140505T000000,615k,4,1.75,2300,11700,1,0,0,4,1960,340,1977,,18427 NE 26th Way,Redmond,WA 98052,USA
20140505T000000,618.5k,3,2,1800,5000,1,0,0,4,1080,720,1942,,2803 NE 62nd St,Seattle,WA 98115,USA
20140505T000000,487.585k,4,1.75,2010,9211,1,0,0,3,1470,540,1977,,13313 127th Pl NE,Kirkland,WA 98034,USA
20140505T000000,509.9k,3,2.5,1790,2700,2,0,0,3,1790,0,2010,,4532 185th Ave SE,Issaquah,WA 98027,USA
20140505T000000,631.625k,4,2.5,2440,6651,2,0,0,3,2440,0,2014,,9288-9358 Holman Rd NW,Seattle,WA 98117,USA
20140505T000000,555k,3,2.5,1940,3211,2,0,0,3,1940,0,2009,,4509 185th Ave SE,Issaquah,WA 98027,USA
20140505T000000,340k,2,1.5,1160,1438,2,0,0,3,1160,0,2001,,1318 29th Ave S,Seattle,WA 98144,USA
20140505T000000,830k,4,2.5,3400,9692,2,0,0,3,3400,0,2007,,12001 173rd Pl NE,Redmond,WA 98052,USA
20140505T000000,890k,4,4.25,4420,5750,2,0,0,3,3410,1010,2006,,842 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA
20140505T000000,366.75k,3,3,1571,2017,3,0,0,3,1571,0,2008,,14359 19th Ave NE,Seattle,WA 98125,USA
20140505T000000,415k,3,2.25,1620,998,2.5,0,0,3,1540,80,2010,,935 4th Ave NE,Issaquah,WA 98029,USA
20140505T000000,416.286k,3,2.5,1408,989,3,0,0,3,1408,0,2005,,7809 12th Ave NE,Seattle,WA 98115,USA
20140505T000000,478k,3,2.5,3040,4535,2,0,0,3,3040,0,2007,,2027 Ferndale Ave NE,Renton,WA 98056,USA
20140505T000000,890k,5,3.5,4490,6000,2,0,0,3,3200,1290,2006,,792 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA
20140505T000000,419.19k,2,2.5,1590,1426,2,0,0,3,1590,0,2014,,1273 NE Hickory Ln,Issaquah,WA 98029,USA
20140505T000000,712.198k,4,2.5,2450,4247,2,0,0,3,2450,0,2013,,17122 NE 117th St,Redmond,WA 98052,USA
20140506T000000,397k,4,2,1440,7680,1,0,0,3,1200,240,1971,,10601 NE 138th Pl,Kirkland,WA 98034,USA
20140506T000000,450k,2,2,1100,3000,1.5,0,0,3,1100,0,1912,2005,412 NW 70th St,Seattle,WA 98117,USA
20140506T000000,353k,3,1,1350,7740,1,0,0,4,860,490,1947,,11051 35th Ave NE,Seattle,WA 98125,USA
20140506T000000,609k,4,2.5,2150,37981,2,0,0,3,2150,0,1985,,18114 NE 136th St,Redmond,WA 98052,USA
20140506T000000,234k,3,1.75,1490,8366,1,0,0,4,1010,480,1975,,25305 151st Pl SE,Covington,WA 98042,USA
20140506T000000,561k,3,2,2000,7000,2,0,0,3,2000,0,1916,1986,6422 Marshall Ave SW,Seattle,WA 98136,USA
20140506T000000,469k,2,1,1030,4400,1,0,0,3,1030,0,1924,,310 NW 72nd St,Seattle,WA 98117,USA
20140506T000000,329.35k,2,1,720,6687,1,0,0,3,720,0,1942,,9712 4th Ave NW,Seattle,WA 98117,USA
20140506T000000,488k,5,2,2020,5000,1.5,0,0,4,2020,0,1938,,9020-9024 11th Ave NW,Seattle,WA 98117,USA
20140506T000000,279.9k,3,1.75,1580,8151,1,0,1,4,1100,480,1962,,1629 S 261st Pl,Des Moines,WA 98198,USA
20140506T000000,606k,4,2.5,2110,13850,2,0,0,3,2110,0,1987,,2755 NW Pine Cone Dr,Issaquah,WA 98027,USA
20140506T000000,312k,4,2,1300,7054,1,0,0,3,1300,0,1950,2013,2815 SW 107th St,Seattle,WA 98146,USA
20140506T000000,650k,3,1.5,1630,7475,1,0,1,3,1160,470,1940,,6009 52nd Ave NE,Seattle,WA 98115,USA
20140506T000000,1.135m,4,2.75,3370,8103,1,0,3,3,1970,1400,1970,2014,3922 SW Henderson St,Seattle,WA 98136,USA
20140506T000000,325k,4,2.5,1890,6156,1,0,0,3,980,910,1980,,5631 17th Ave SW,Seattle,WA 98106,USA
20140506T000000,425k,4,2,1520,7983,1,0,0,5,1520,0,1967,,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,WA 98034,USA
20140506T000000,219k,2,1,900,5160,1,0,0,3,900,0,1952,,8652 17th Ave SW,Seattle,WA 98106,USA
20140506T000000,250k,3,1,1050,6874,1,0,0,3,1050,0,1954,,18305 Dayton Ave N,Shoreline,WA 98133,USA
20140506T000000,390k,3,1.75,1260,6500,1,0,0,4,1260,0,1966,,1415 168th Ave NE,Bellevue,WA 98008,USA
20140506T000000,475k,6,3,3470,117612,1.5,0,0,3,3470,0,1924,,19007 80th Ave NE,Kenmore,WA 98028,USA
20140506T000000,736k,4,2.5,2290,12047,2,0,0,4,2290,0,1988,,17435 SE 47th St,Bellevue,WA 98006,USA
20140506T000000,407k,4,2.25,2810,23400,1,0,1,3,1710,1100,1958,,23024-23198 17th Ave S,Des Moines,WA 98198,USA
20140506T000000,272k,3,2.5,1650,13816,2,0,0,3,1650,0,1998,,32000-32072 NE 55th St,Carnation,WA 98014,USA
20140506T000000,362k,3,2.25,1640,14374,1,0,0,4,1140,500,1963,,17253 Ambaum Blvd S,Burien,WA 98148,USA
20140506T000000,535k,3,2.5,1850,10109,2,0,0,3,1850,0,1991,,8409 NE 129th Pl,Kirkland,WA 98034,USA
20140506T000000,284k,4,2.5,2000,5390,2,0,0,3,2000,0,2003,,25434 160th Ave SE,Kent,WA 98042,USA
20140506T000000,367.5k,3,1.5,1410,9647,1,0,0,3,1410,0,1961,,18048 3rd Ave NW,Shoreline,WA 98177,USA
20140506T000000,379.9k,4,1.75,1500,11600,1,0,0,4,1000,500,1955,,15007 75th Ave NE,Kenmore,WA 98028,USA
20140506T000000,520k,3,2.5,2460,54885,2,0,0,4,2460,0,1980,,5424 NE 10th St,Renton,WA 98059,USA
20140506T000000,175k,3,1,1010,7034,1,0,0,3,1010,0,1954,,207 NW 5th St,Renton,WA 98057,USA
20140506T000000,460k,2,2.25,1230,929,2,0,0,3,1020,210,2004,,100 24th Ave E,Seattle,WA 98112,USA
20140506T000000,345k,4,2.5,2331,3826,2,0,0,3,2331,0,2007,,11853 SE 176th Ct,Renton,WA 98058,USA
20140506T000000,455k,5,2.5,2240,7770,1,0,0,3,1340,900,1978,,12633 NE 133rd Pl,Kirkland,WA 98034,USA
20140506T000000,610k,4,3,2450,10117,1,0,0,5,1580,870,1967,,15607 SE 42nd Ct,Bellevue,WA 98006,USA
20140506T000000,563k,4,3,3100,15480,2,0,0,3,2400,700,1996,,7422 NE 163rd St,Kenmore,WA 98028,USA
20140506T000000,612.5k,4,2,2060,5000,1,0,0,3,1030,1030,1949,2013,1708 NW 96th St,Seattle,WA 98117,USA
20140506T000000,218k,3,1.75,1850,7684,1,0,0,3,1320,530,1979,,33945 28th Pl SW,Federal Way,WA 98023,USA
20140506T000000,404k,4,1.75,1840,10720,1,0,0,3,960,880,1958,,16020 SE 2nd St,Bellevue,WA 98008,USA
20140506T000000,860k,4,2,3740,32417,2,0,0,3,3740,0,2000,,24507 NE 77th Pl,Redmond,WA 98053,USA
20140506T000000,136.5k,3,1.5,1420,8580,1,0,0,3,1420,0,1962,,32827 22nd Ave SW,Federal Way,WA 98023,USA
20140506T000000,313.95k,3,1,1510,6083,1,0,0,4,860,650,1940,,415 NE 94th St,Seattle,WA 98115,USA
20140506T000000,575k,3,1.75,2130,6500,1,0,2,3,1170,960,1954,,2214 W Halladay St,Seattle,WA 98199,USA
20140506T000000,1.225m,4,2.25,3490,6906,2,0,0,4,2280,1210,1928,,2560 39th Ave W,Seattle,WA 98199,USA
20140506T000000,280k,3,1.75,1630,11800,1,0,0,4,1630,0,1971,,12525 458th Ave SE,North Bend,WA 98045,USA
20140506T000000,515k,3,2.5,1790,7167,2,0,0,3,1790,0,1989,,920 221st Ave NE,Sammamish,WA 98074,USA
20140506T000000,513k,4,2.5,2000,5684,2,0,0,3,2000,0,1996,,9041 NE 160th Pl,Kenmore,WA 98028,USA
20140506T000000,599k,4,2.25,2260,29930,2,0,0,4,1400,860,1977,,16022 SE 43rd St,Bellevue,WA 98006,USA
20140506T000000,685k,4,2.5,3030,7864,2,0,0,3,3030,0,1999,,24201 SE 1st Pl,Sammamish,WA 98074,USA
20140506T000000,365k,3,1.5,1310,8160,1,0,0,3,1310,0,1950,,13714 Ashworth Ave N,Seattle,WA 98133,USA
20140506T000000,518k,3,1.5,1430,8000,1,0,0,4,1430,0,1956,,2527 154th Ave SE,Bellevue,WA 98007,USA
20140506T000000,762.3k,4,2.5,3880,14550,2,0,0,3,3880,0,1987,,22344 NE 31st St,Sammamish,WA 98074,USA
20140506T000000,1.58m,4,3.25,3760,10920,1.5,0,0,5,2400,1360,1950,,5650 NE 55th St,Seattle,WA 98105,USA
